,Density,Mach,Momentum:0,Momentum:1,Momentum:2,Pressure,Temperature,vtkValidPointMask,arc_length,Points:0,Points:1,Points:2,entropy,total enthalpt
26,362.57,0.087481,3570.8,-0.3504,0,2932500.0,538.02,1,0.66722,-13.213,0,0,871.42167543384,833487583.8592869
27,362.57,0.087495,3571.3,-0.37045,0,2932500.0,538.02,1,0.69289,-13.188,0,0,871.42167543384,833487583.8592869
28,362.57,0.087509,3571.9,-0.39288,0,2932500.0,538.02,1,0.71855,-13.162,0,0,871.42167543384,833487583.8592869
29,362.57,0.087527,3572.6,-0.42724,0,2932500.0,538.02,1,0.74421,-13.136,0,0,871.42167543384,833487583.8592869
30,362.57,0.087544,3573.3,-0.46161,0,2932400.0,538.02,1,0.76987,-13.111,0,0,871.4265477305703,833338010.989726
31,362.56,0.087562,3574.0,-0.49597,0,2932400.0,538.02,1,0.79554,-13.085,0,0,871.4265477305703,833292065.4074242
32,362.56,0.087579,3574.7,-0.53034,0,2932400.0,538.02,1,0.8212,-13.059,0,0,871.4265477305703,833292065.4074242
33,362.56,0.087596,3575.4,-0.5647,0,2932400.0,538.02,1,0.84686,-13.034,0,0,871.4265477305703,833292065.4074242
34,362.56,0.087618,3576.3,-0.62428,0,2932400.0,538.02,1,0.87252,-13.008,0,0,871.4265477305703,833292065.4074242
35,362.56,0.087644,3577.3,-0.70072,0,2932400.0,538.02,1,0.89819,-12.982,0,0,871.4265477305703,833292065.4074242
36,362.56,0.087669,3578.2,-0.77716,0,2932400.0,538.02,1,0.92385,-12.957,0,0,871.4265477305703,833292065.4074242
37,362.56,0.087694,3579.2,-0.85359,0,2932400.0,538.02,1,0.94951,-12.931,0,0,871.4265477305703,833292065.4074242
38,362.56,0.087719,3580.2,-0.93003,0,2932400.0,538.02,1,0.97517,-12.905,0,0,871.4265477305703,833292065.4074242
39,362.56,0.087745,3581.2,-1.0021,0,2932400.0,538.02,1,1.0008,-12.88,0,0,871.4265477305703,833292065.4074242
40,362.56,0.08778,3582.7,-0.94554,0,2932400.0,538.02,1,1.0265,-12.854,0,0,871.4265477305703,833292065.4074242
41,362.56,0.087815,3584.1,-0.88896,0,2932400.0,538.02,1,1.0522,-12.828,0,0,871.4265477305703,833292065.4074242
42,362.56,0.08785,3585.5,-0.83237,0,2932400.0,538.02,1,1.0778,-12.803,0,0,871.4265477305703,833292065.4074242
43,362.56,0.087885,3586.9,-0.77579,0,2932300.0,538.02,1,1.1035,-12.777,0,0,871.4314211636807,833142504.668451
44,362.56,0.087921,3588.3,-0.71921,0,2932300.0,538.02,1,1.1291,-12.751,0,0,871.4314211636807,833142504.668451
45,362.56,0.087955,3589.7,-0.70404,0,2932300.0,538.02,1,1.1548,-12.726,0,0,871.4314211636807,833142504.668451
46,362.56,0.087988,3591.1,-0.73636,0,2932300.0,538.02,1,1.1805,-12.7,0,0,871.4314211636807,833142504.668451
47,362.56,0.088022,3592.4,-0.76867,0,2932300.0,538.02,1,1.2061,-12.674,0,0,871.4314211636807,833142504.668451
48,362.55,0.088055,3593.7,-0.80099,0,2932300.0,538.02,1,1.2318,-12.649,0,0,871.4314211636807,833096568.6036633
49,362.55,0.088089,3595.1,-0.83331,0,2932300.0,538.02,1,1.2575,-12.623,0,0,871.4314211636807,833096568.6036633
50,362.55,0.088122,3596.4,-0.86563,0,2932300.0,538.02,1,1.2831,-12.597,0,0,871.4314211636807,833096568.6036633
51,362.55,0.088159,3597.9,-0.92897,0,2932300.0,538.02,1,1.3088,-12.572,0,0,871.4314211636807,833096568.6036633
52,362.55,0.088197,3599.4,-0.99579,0,2932300.0,538.02,1,1.3344,-12.546,0,0,871.4314211636807,833096568.6036633
53,362.55,0.088234,3600.9,-1.0626,0,2932300.0,538.02,1,1.3601,-12.52,0,0,871.4314211636807,833096568.6036633
54,362.55,0.088272,3602.4,-1.1294,0,2932300.0,538.02,1,1.3858,-12.495,0,0,871.4314211636807,833096568.6036633
55,362.55,0.088309,3603.9,-1.1963,0,2932300.0,538.02,1,1.4114,-12.469,0,0,871.4314211636807,833096568.6036633
56,362.55,0.088349,3605.5,-1.2583,0,2932200.0,538.02,1,1.4371,-12.443,0,0,871.4362957336918,832947019.9990385
57,362.55,0.088394,3607.3,-1.3105,0,2932200.0,538.02,1,1.4628,-12.418,0,0,871.4362957336918,832947019.9990385
58,362.55,0.088438,3609.1,-1.3628,0,2932200.0,538.02,1,1.4884,-12.392,0,0,871.4362957336918,832947019.9990385
59,362.55,0.088483,3610.8,-1.4151,0,2932200.0,538.02,1,1.5141,-12.366,0,0,871.4362957336918,832947019.9990385
60,362.54,0.088527,3612.6,-1.4674,0,2932200.0,538.02,1,1.5397,-12.341,0,0,871.4362957336918,832901093.4510955
61,362.54,0.088572,3614.3,-1.5197,0,2932200.0,538.02,1,1.5654,-12.315,0,0,871.4362957336918,832901093.4510955
62,362.54,0.088614,3616.0,-1.5157,0,2932100.0,538.02,1,1.5911,-12.289,0,0,871.441171441129,832751556.9845634
63,362.54,0.088655,3617.6,-1.4943,0,2932100.0,538.02,1,1.6167,-12.264,0,0,871.441171441129,832751556.9845634
64,362.54,0.088696,3619.2,-1.473,0,2932100.0,538.02,1,1.6424,-12.238,0,0,871.441171441129,832751556.9845634
65,362.54,0.088737,3620.8,-1.4517,0,2932100.0,538.02,1,1.6681,-12.212,0,0,871.441171441129,832751556.9845634
66,362.53,0.088779,3622.4,-1.4304,0,2932100.0,538.02,1,1.6937,-12.187,0,0,871.441171441129,832705639.9527955
67,362.53,0.08882,3624.1,-1.4097,0,2932000.0,538.02,1,1.7194,-12.161,0,0,871.4460482865096,832556115.6282831
68,362.53,0.088864,3625.8,-1.3914,0,2932000.0,538.02,1,1.745,-12.135,0,0,871.4460482865096,832556115.6282831
69,362.53,0.088907,3627.5,-1.3732,0,2932000.0,538.02,1,1.7707,-12.11,0,0,871.4460482865096,832556115.6282831
70,362.53,0.088951,3629.2,-1.3549,0,2932000.0,538.02,1,1.7964,-12.084,0,0,871.4460482865096,832556115.6282831
71,362.53,0.088995,3631.0,-1.3367,0,2932000.0,538.02,1,1.822,-12.058,0,0,871.4460482865096,832556115.6282831
72,362.53,0.089038,3632.7,-1.3185,0,2931900.0,538.02,1,1.8477,-12.033,0,0,871.4509262703613,832406595.2007194
73,362.52,0.089086,3634.6,-1.3309,0,2931900.0,538.02,1,1.8734,-12.007,0,0,871.4509262703613,832360695.9331934
74,362.52,0.089136,3636.6,-1.3611,0,2931900.0,538.02,1,1.899,-11.981,0,0,871.4509262703613,832360695.9331934
75,362.52,0.089186,3638.6,-1.3914,0,2931900.0,538.02,1,1.9247,-11.956,0,0,871.4509262703613,832360695.9331934
76,362.52,0.089237,3640.6,-1.4217,0,2931900.0,538.02,1,1.9503,-11.93,0,0,871.4509262703613,832360695.9331934
77,362.52,0.089287,3642.6,-1.4519,0,2931900.0,538.02,1,1.976,-11.904,0,0,871.4509262703613,832360695.9331934
78,362.52,0.089338,3644.7,-1.492,0,2931900.0,538.01,1,2.0017,-11.879,0,0,871.386143046468,832898991.4790912
79,362.52,0.089402,3647.2,-1.6717,0,2931800.0,538.01,1,2.0273,-11.853,0,0,871.3910181740144,832749433.678126
80,362.52,0.089467,3649.8,-1.8515,0,2931800.0,538.01,1,2.053,-11.827,0,0,871.3910181740144,832749433.678126
81,362.51,0.089531,3652.4,-2.0313,0,2931800.0,538.01,1,2.0787,-11.802,0,0,871.3910181740144,832703514.2287852
82,362.51,0.089595,3654.9,-2.211,0,2931800.0,538.01,1,2.1043,-11.776,0,0,871.3910181740144,832703514.2287852
83,362.51,0.089659,3657.5,-2.3908,0,2931800.0,538.01,1,2.13,-11.751,0,0,871.3910181740144,832703514.2287852
84,362.51,0.089725,3660.1,-2.4791,0,2931800.0,538.01,1,2.1556,-11.725,0,0,871.3910181740144,832703514.2287852
85,362.51,0.089797,3663.0,-2.2843,0,2931700.0,538.01,1,2.1813,-11.699,0,0,871.3958944394918,832553968.5622367
86,362.51,0.089869,3665.8,-2.0895,0,2931700.0,538.01,1,2.207,-11.674,0,0,871.3958944394918,832553968.5622367
87,362.51,0.08994,3668.7,-1.8946,0,2931700.0,538.01,1,2.2326,-11.648,0,0,871.3958944394918,832553968.5622367
88,362.5,0.090012,3671.5,-1.6998,0,2931700.0,538.01,1,2.2583,-11.622,0,0,871.3958944394918,832508058.6301705
89,362.5,0.090083,3674.3,-1.505,0,2931600.0,538.01,1,2.284,-11.597,0,0,871.4007718434261,832358525.1017722
90,362.5,0.09015,3677.0,-1.3998,0,2931600.0,538.01,1,2.3096,-11.571,0,0,871.4007718434261,832358525.1017722
91,362.5,0.090211,3679.4,-1.417,0,2931600.0,538.01,1,2.3353,-11.545,0,0,871.4007718434261,832358525.1017722
92,362.49,0.090271,3681.7,-1.4341,0,2931600.0,538.01,1,2.3609,-11.52,0,0,871.4007718434261,832312624.6863108
93,362.49,0.090332,3684.1,-1.4513,0,2931500.0,538.01,1,2.3866,-11.494,0,0,871.4056503863391,832163103.2998067
94,362.49,0.090392,3686.5,-1.4684,0,2931500.0,538.01,1,2.4123,-11.468,0,0,871.4056503863391,832163103.2998067
95,362.49,0.090453,3688.9,-1.4856,0,2931500.0,538.01,1,2.4379,-11.443,0,0,871.4056503863391,832163103.2998067
96,362.49,0.090516,3691.4,-1.5392,0,2931400.0,538.01,1,2.4636,-11.417,0,0,871.4105300687562,832013585.8095574
97,362.48,0.090581,3693.9,-1.617,0,2931400.0,538.01,1,2.4893,-11.391,0,0,871.4105300687562,831967703.1595153
98,362.48,0.090647,3696.5,-1.6947,0,2931400.0,538.01,1,2.5149,-11.366,0,0,871.4105300687562,831967703.1595153
99,362.48,0.090712,3699.1,-1.7725,0,2931400.0,538.01,1,2.5406,-11.34,0,0,871.4105300687562,831967703.1595153
100,362.48,0.090778,3701.7,-1.8503,0,2931300.0,538.01,1,2.5662,-11.314,0,0,871.4154108912006,831818197.8192574
101,362.48,0.090843,3704.3,-1.9281,0,2931300.0,538.01,1,2.5919,-11.289,0,0,871.4154108912006,831818197.8192574
102,362.47,0.090914,3707.1,-2.065,0,2931300.0,538.01,1,2.6176,-11.263,0,0,871.4154108912006,831772324.6840373
103,362.47,0.090987,3710.0,-2.2187,0,2931300.0,538.01,1,2.6432,-11.237,0,0,871.4154108912006,831772324.6840373
104,362.47,0.091059,3712.9,-2.3723,0,2931200.0,538.01,1,2.6689,-11.212,0,0,871.4202928541977,831622831.497562
105,362.47,0.091132,3715.7,-2.5259,0,2931200.0,538.01,1,2.6946,-11.186,0,0,871.4202928541977,831622831.497562
106,362.47,0.091205,3718.6,-2.6795,0,2931200.0,538.01,1,2.7202,-11.16,0,0,871.4202928541977,831622831.497562
107,362.46,0.091277,3721.5,-2.8332,0,2931200.0,538.01,1,2.7459,-11.135,0,0,871.4202928541977,831576967.8764931
108,362.46,0.091359,3724.7,-2.9369,0,2931100.0,538.01,1,2.7715,-11.109,0,0,871.4251759582688,831427486.8475951
109,362.46,0.091441,3727.9,-3.0385,0,2931100.0,538.01,1,2.7972,-11.083,0,0,871.4251759582688,831427486.8475951
110,362.46,0.091523,3731.2,-3.1402,0,2931100.0,538.01,1,2.8229,-11.058,0,0,871.4251759582688,831427486.8475951
111,362.45,0.091605,3734.4,-3.2418,0,2931000.0,538.01,1,2.8485,-11.032,0,0,871.4300602039438,831232163.8725187
112,362.45,0.091687,3737.6,-3.3435,0,2931000.0,538.01,1,2.8742,-11.006,0,0,871.4300602039438,831232163.8725187
113,362.45,0.09177,3740.9,-3.4321,0,2931000.0,538.01,1,2.8999,-10.981,0,0,871.4300602039438,831232163.8725187
114,362.45,0.091859,3744.5,-3.4396,0,2930900.0,538.01,1,2.9255,-10.955,0,0,871.4349455917444,831082698.9226913
115,362.44,0.091949,3748.0,-3.4471,0,2930900.0,538.01,1,2.9512,-10.929,0,0,871.4349455917444,831036862.575409
116,362.44,0.092038,3751.6,-3.4546,0,2930900.0,538.01,1,2.9768,-10.904,0,0,871.4349455917444,831036862.575409
117,362.44,0.092128,3755.2,-3.4621,0,2930900.0,538.01,1,3.0025,-10.878,0,0,871.4349455917444,831036862.575409
118,362.44,0.092217,3758.7,-3.4696,0,2930800.0,538.01,1,3.0282,-10.852,0,0,871.4398321221968,830887409.795172
119,362.43,0.09231,3762.4,-3.4558,0,2930800.0,538.01,1,3.0538,-10.827,0,0,871.4398321221968,830841582.9595842
120,362.43,0.092411,3766.4,-3.3965,0,2930800.0,538.01,1,3.0795,-10.801,0,0,871.4398321221968,830841582.9595842
121,362.43,0.092512,3770.5,-3.3371,0,2930700.0,538.01,1,3.1052,-10.775,0,0,871.4447197958273,830692142.3526428
122,362.43,0.092613,3774.5,-3.2778,0,2930700.0,538.01,1,3.1308,-10.75,0,0,871.4447197958273,830692142.3526428
123,362.43,0.092714,3778.5,-3.2184,0,2930700.0,538.01,1,3.1565,-10.724,0,0,871.4447197958273,830692142.3526428
124,362.42,0.092815,3782.5,-3.1591,0,2930700.0,538.01,1,3.1821,-10.698,0,0,871.4447197958273,830646325.0280778
125,362.42,0.092924,3786.9,-3.1566,0,2930600.0,538.01,1,3.2078,-10.673,0,0,871.4496086131619,830496896.5982568
126,362.42,0.093042,3791.5,-3.212,0,2930600.0,538.01,1,3.2335,-10.647,0,0,871.4496086131619,830496896.5982568
127,362.41,0.09316,3796.2,-3.2673,0,2930500.0,538.01,1,3.2591,-10.621,0,0,871.4544985747274,830301672.5351648
128,362.41,0.093279,3800.9,-3.3226,0,2930500.0,538.0,1,3.2848,-10.596,0,0,871.3896706581213,830839336.0557474
129,362.41,0.093397,3805.6,-3.3779,0,2930500.0,538.0,1,3.3105,-10.57,0,0,871.3896706581213,830839336.0557474
130,362.41,0.093515,3810.3,-3.4332,0,2930400.0,538.0,1,3.3361,-10.544,0,0,871.3945577509618,830689874.0333416
131,362.4,0.093631,3814.9,-3.4808,0,2930400.0,538.0,1,3.3618,-10.519,0,0,871.3945577509618,830644054.3039743
132,362.4,0.093746,3819.3,-3.5246,0,2930300.0,538.0,1,3.3874,-10.493,0,0,871.3994459874943,830494604.4510554
133,362.39,0.093861,3823.8,-3.5684,0,2930300.0,538.0,1,3.4131,-10.467,0,0,871.3994459874943,830448794.2338127
134,362.39,0.093977,3828.3,-3.6123,0,2930200.0,538.0,1,3.4388,-10.442,0,0,871.4043353682454,830299356.5542808
135,362.38,0.094092,3832.8,-3.6561,0,2930100.0,538.0,1,3.4644,-10.416,0,0,871.4092258937421,830104130.346085
136,362.38,0.094207,3837.3,-3.6999,0,2930100.0,538.0,1,3.4901,-10.39,0,0,871.4092258937421,830104130.346085
137,362.37,0.094321,3841.7,-3.7442,0,2930000.0,538.0,1,3.5158,-10.365,0,0,871.414117564516,829908925.8295445
138,362.37,0.094434,3846.2,-3.7885,0,2930000.0,538.0,1,3.5414,-10.339,0,0,871.414117564516,829908925.8295445
139,362.37,0.094547,3850.7,-3.8328,0,2929900.0,538.0,1,3.5671,-10.313,0,0,871.4190103810867,829759516.4467573
140,362.36,0.094661,3855.1,-3.8772,0,2929900.0,538.0,1,3.5927,-10.288,0,0,871.4190103810867,829713743.0081061
141,362.36,0.094774,3859.6,-3.9215,0,2929800.0,538.0,1,3.6184,-10.262,0,0,871.4239043439861,829564345.8144168
142,362.36,0.094889,3864.1,-3.984,0,2929800.0,538.0,1,3.6441,-10.236,0,0,871.4239043439861,829564345.8144168
143,362.35,0.095045,3870.3,-4.58,0,2929700.0,538.0,1,3.6697,-10.211,0,0,871.4287994537476,829369196.8838168
144,362.35,0.095201,3876.5,-5.1759,0,2929700.0,538.0,1,3.6954,-10.185,0,0,871.4287994537476,829369196.8838168
145,362.34,0.095357,3882.6,-5.7719,0,2929600.0,538.0,1,3.7211,-10.159,0,0,871.4336957108916,829174069.6584965
146,362.34,0.095514,3888.8,-6.3679,0,2929600.0,538.0,1,3.7467,-10.134,0,0,871.4336957108916,829174069.6584965
147,362.33,0.09567,3894.9,-6.9639,0,2929500.0,538.0,1,3.7724,-10.108,0,0,871.4385931159516,828978964.1413838
148,362.33,0.095824,3901.1,-7.351,0,2929500.0,538.0,1,3.798,-10.082,0,0,871.4385931159516,828978964.1413838
149,362.32,0.095974,3907.0,-6.9607,0,2929400.0,538.0,1,3.8237,-10.057,0,0,871.4434916694568,828783880.3357669
150,362.32,0.096123,3912.9,-6.5704,0,2929400.0,538.0,1,3.8494,-10.031,0,0,871.4434916694568,828783880.3357669
151,362.32,0.096273,3918.8,-6.18,0,2929300.0,538.0,1,3.875,-10.005,0,0,871.4483913719354,828634535.901401
152,362.31,0.096423,3924.7,-5.7897,0,2929300.0,538.0,1,3.9007,-9.9798,0,0,871.4483913719354,828588818.2447739
153,362.31,0.096572,3930.6,-5.3994,0,2929200.0,538.0,1,3.9264,-9.9541,0,0,871.4532922239188,828439486.02308
154,362.3,0.096717,3936.3,-5.0367,0,2929200.0,537.99,1,3.952,-9.9285,0,0,871.3884234394659,828930857.645168
155,362.3,0.096856,3941.7,-4.7171,0,2929100.0,537.99,1,3.9777,-9.9028,0,0,871.3933214112977,828781487.7587532
156,362.29,0.096995,3947.1,-4.3974,0,2929000.0,537.99,1,4.0033,-9.8771,0,0,871.3982205320943,828586401.7789375
157,362.28,0.097133,3952.4,-4.0777,0,2928900.0,537.99,1,4.029,-9.8515,0,0,871.403120802383,828391337.5110657
158,362.28,0.097272,3957.8,-3.7581,0,2928800.0,537.99,1,4.0547,-9.8258,0,0,871.4080222226966,828241995.9936188
159,362.27,0.09741,3963.1,-3.4384,0,2928700.0,537.99,1,4.0803,-9.8002,0,0,871.4129247935638,828046965.6535707
160,362.27,0.097539,3968.2,-3.3859,0,2928700.0,537.99,1,4.106,-9.7745,0,0,871.4129247935638,828046965.6535707
161,362.26,0.097661,3972.9,-3.5354,0,2928600.0,537.99,1,4.1317,-9.7488,0,0,871.4178285155162,827851957.0356443
162,362.26,0.097783,3977.7,-3.6849,0,2928600.0,537.99,1,4.1573,-9.7232,0,0,871.4178285155162,827851957.0356443
163,362.25,0.097905,3982.4,-3.8344,0,2928500.0,537.99,1,4.183,-9.6975,0,0,871.4227333890857,827656970.14305
164,362.25,0.098026,3987.2,-3.9839,0,2928500.0,537.99,1,4.2086,-9.6718,0,0,871.4227333890857,827656970.14305
165,362.24,0.098148,3992.0,-4.1333,0,2928400.0,537.99,1,4.2343,-9.6462,0,0,871.427639414805,827462004.9789834
166,362.24,0.098317,3998.7,-4.8685,0,2928400.0,537.99,1,4.26,-9.6205,0,0,871.427639414805,827462004.9789834
167,362.24,0.098501,4006.0,-5.8006,0,2928300.0,537.99,1,4.2856,-9.5949,0,0,871.4325465932048,827312716.3211591
168,362.23,0.098686,4013.4,-6.7326,0,2928300.0,537.99,1,4.3113,-9.5692,0,0,871.4325465932048,827267061.5467068
169,362.23,0.09887,4020.7,-7.6646,0,2928200.0,537.99,1,4.337,-9.5435,0,0,871.4374549248172,827117785.1213895
170,362.23,0.099055,4028.1,-8.5966,0,2928200.0,537.99,1,4.3626,-9.5179,0,0,871.4374549248172,827117785.1213895
171,362.22,0.099239,4035.5,-9.5287,0,2928200.0,537.99,1,4.3883,-9.4922,0,0,871.4374549248172,827072139.8493968
172,362.22,0.099473,4044.7,-8.9825,0,2928100.0,537.99,1,4.4139,-9.4665,0,0,871.4423644101768,826922875.660394
173,362.21,0.099709,4054.0,-8.3204,0,2928000.0,537.99,1,4.4396,-9.4409,0,0,871.4472750498176,826727987.9413978
174,362.21,0.099946,4063.4,-7.6584,0,2927900.0,537.99,1,4.4653,-9.4152,0,0,871.4521868442696,826578739.9958147
175,362.2,0.10018,4072.7,-6.9963,0,2927800.0,537.98,1,4.4909,-9.3896,0,0,871.3921859232745,826920360.6168642
176,362.19,0.10042,4082.1,-6.3342,0,2927800.0,537.98,1,4.5166,-9.3639,0,0,871.3921859232745,826874722.4641072
177,362.19,0.10065,4091.3,-5.7632,0,2927700.0,537.98,1,4.5423,-9.3382,0,0,871.3970959803531,826725448.9461087
178,362.18,0.10085,4099.1,-5.9584,0,2927600.0,537.98,1,4.5679,-9.3126,0,0,871.4020071922357,826530559.0145965
179,362.17,0.10105,4106.9,-6.1536,0,2927500.0,537.98,1,4.5936,-9.2869,0,0,871.4069195594535,826335690.825662
180,362.17,0.10125,4114.7,-6.3487,0,2927400.0,537.98,1,4.6192,-9.2612,0,0,871.411833082543,826186445.786846
181,362.16,0.10145,4122.5,-6.5439,0,2927300.0,537.98,1,4.6449,-9.2356,0,0,871.416747762038,825991611.5921719
182,362.15,0.10165,4130.3,-6.7391,0,2927300.0,537.98,1,4.6706,-9.2099,0,0,871.416747762038,825946019.6881992
183,362.15,0.10185,4138.2,-6.9114,0,2927200.0,537.98,1,4.6962,-9.1843,0,0,871.421663598473,825796799.1503736
184,362.14,0.10206,4146.2,-7.0265,0,2927100.0,537.98,1,4.7219,-9.1586,0,0,871.4265805923848,825602008.4645892
185,362.13,0.10227,4154.3,-7.1416,0,2926900.0,537.98,1,4.7476,-9.1329,0,0,871.4364180547748,825258047.5413376
186,362.12,0.10248,4162.3,-7.2568,0,2926800.0,537.98,1,4.7732,-9.1073,0,0,871.4413385243275,825063312.6458758
187,362.11,0.10268,4170.3,-7.3719,0,2926700.0,537.98,1,4.7989,-9.0816,0,0,871.4462601535002,824868599.5201478
188,362.1,0.10289,4178.3,-7.487,0,2926600.0,537.98,1,4.8245,-9.0559,0,0,871.4511829428307,824673908.1672136
189,362.09,0.10311,4186.7,-7.5898,0,2926500.0,537.97,1,4.8502,-9.0303,0,0,871.3911517932285,825015126.4781177
190,362.09,0.10333,4195.5,-7.6783,0,2926400.0,537.97,1,4.8759,-9.0046,0,0,871.3960728389682,824865937.3784603
191,362.08,0.10356,4204.3,-7.7668,0,2926300.0,537.97,1,4.9015,-8.979,0,0,871.4009950448556,824671222.0045402
192,362.07,0.10379,4213.1,-7.8553,0,2926200.0,537.97,1,4.9272,-8.9533,0,0,871.4059184114285,824476528.4007397
193,362.06,0.10401,4221.9,-7.9438,0,2926100.0,537.97,1,4.9529,-8.9276,0,0,871.4108429392256,824281856.5703864
194,362.05,0.10424,4230.8,-8.0323,0,2926000.0,537.97,1,4.9785,-8.902,0,0,871.4157686287807,824087206.5167432
195,362.05,0.10448,4240.4,-8.2445,0,2925900.0,537.97,1,5.0042,-8.8763,0,0,871.4206954806364,823938070.5607969
196,362.04,0.10474,4250.4,-8.5253,0,2925800.0,537.97,1,5.0298,-8.8506,0,0,871.425623495332,823743454.5756413
197,362.03,0.105,4260.5,-8.8062,0,2925700.0,537.97,1,5.0555,-8.825,0,0,871.4305526734024,823548860.3776542
198,362.02,0.10525,4270.5,-9.087,0,2925600.0,537.97,1,5.0812,-8.7993,0,0,871.4354830153916,823354287.9699005
199,362.02,0.10551,4280.6,-9.3679,0,2925500.0,537.97,1,5.1068,-8.7737,0,0,871.4404145218355,823205192.9552536
200,362.01,0.10577,4290.6,-9.6487,0,2925500.0,537.97,1,5.1325,-8.748,0,0,871.4404145218355,823159737.3558496
201,362.0,0.10606,4302.2,-10.357,0,2925300.0,537.97,1,5.1582,-8.7223,0,0,871.4502810302557,822816138.1375265
202,361.99,0.10637,4314.2,-11.158,0,2925200.0,537.96,1,5.1838,-8.6967,0,0,871.3902195310864,823156973.1665068
203,361.98,0.10668,4326.1,-11.959,0,2925100.0,537.96,1,5.2095,-8.671,0,0,871.3951516182253,822962420.2723839
204,361.97,0.10699,4338.1,-12.759,0,2924900.0,537.96,1,5.2351,-8.6453,0,0,871.4050192896324,822618809.3500689
205,361.96,0.10729,4350.0,-13.56,0,2924800.0,537.96,1,5.2608,-8.6197,0,0,871.4099548749808,822424312.356377
206,361.94,0.1076,4362.0,-14.36,0,2924700.0,537.96,1,5.2865,-8.594,0,0,871.414891627483,822184426.6698918
207,361.93,0.10794,4375.2,-13.31,0,2924500.0,537.96,1,5.3121,-8.5684,0,0,871.4247686361095,821840952.2161703
208,361.92,0.10828,4388.5,-12.26,0,2924400.0,537.96,1,5.3378,-8.5427,0,0,871.4297088933207,821646542.4605988
209,361.91,0.10862,4401.8,-11.21,0,2924300.0,537.96,1,5.3635,-8.517,0,0,871.4346503198549,821452154.5227776
